Recency,Frequency,Monetary,T
310,1,75250.28,310
68,10,57282.29,372
68,3,137132.26,160
98,1,32816.8,98
282,2,38770.28,282
7,118,6301150.63,372
98,5,97708.99,372
129,1,3508.8,129
221,1,58188.05,221
68,3,78194.84,129
341,1,3008.28,341
7,1,105362.08,7
282,1,46045.05,282
68,1,86460.94,68
68,4,258434.96,310
68,2,119059.59,98
129,1,105942.94,129
341,1,46542.630000000005,341
68,1,17256.41,68
37,5,186224.54,372
37,2,27886.0,68
372,4,71107.08,372
221,1,47260.229999999996,221
160,3,300051.31,190
68,1,87203.79,68
68,3,232546.62,341
98,1,33813.98,98
129,2,76247.25,129
98,1,68099.73,98
7,5,64185.93,98
37,2,64276.96,68
341,1,43660.49,341
372,1,8963.83,372
98,1,25860.03,98
160,2,161713.7,190
372,1,24554.629999999997,372
37,10,574898.07,372
282,2,151091.88,372
37,2,31151.29,68
37,10,1357179.8,372
7,29,1401715.3,372
68,1,28683.28,68
372,1,20391.489999999998,372
251,2,46762.2,372
98,2,88458.99,282
37,9,377623.54,341
98,2,86301.05,372
68,5,253022.76,282
37,1,5382.31,37
160,1,1912.24,160
68,8,257635.12,341
160,1,63408.86,160
7,13,301502.96,372
129,1,4343.29,129
68,3,299561.55,221
190,8,489603.47000000003,372
7,6,72028.27,372
221,2,22771.36,282
37,8,777056.54,310
190,3,137981.91,372
68,1,43200.21,68
190,1,68538.76,190
282,1,23747.18,282
190,1,3014.8,190
7,5,216243.03,372
37,2,26924.25,282
37,4,188726.96,372
341,1,21384.120000000003,341
129,1,35947.840000000004,129
310,1,15473.33,310
37,3,208765.11000000002,98
7,3,133328.59,98
98,6,36908.55,282
160,2,124007.95999999999,221
190,1,24364.06,190
37,4,177768.67,310
37,4,366086.57,310
282,1,82521.97,282
98,8,366483.04,282
37,5,258476.16,190
190,1,20207.93,190
37,3,110805.28,251
341,1,165772.26,341
68,5,503646.03,282
98,1,81972.28,98
37,1,13410.31,37
68,4,143274.02,310
341,2,21296.42,341
37,1,6874.91,37
282,2,46607.89,282
37,7,803410.97,372
37,3,776290.86,68
37,1,16034.380000000001,37
37,3,204637.67,98
37,1,21852.21,37
98,3,131825.52,282
7,6,162719.38,221
37,1,89826.77,37
37,3,839294.89,251
282,1,111104.41,282
160,1,53429.479999999996,160
68,3,178169.97,221
251,1,8638.78,251
7,8,1008499.6900000001,341
37,2,554658.28,68
282,1,15373.47,282
341,1,21484.559999999998,341
341,1,55915.71,341
37,5,149910.77,282
37,1,57181.49,37
37,3,140940.55000000002,282
7,7,717510.52,190
372,1,63078.38,372
282,3,158259.07,372
282,1,127291.53,282
37,1,31385.510000000002,37
372,1,165826.93,372
98,3,29718.45,190
37,1,14955.630000000001,37
341,1,363829.17,341
37,24,260193.7,372
98,1,127575.57,98
37,4,112235.11,160
37,5,88766.7,372
68,4,66105.74,129
7,1,217343.84,7
129,1,217676.33000000002,129
37,10,35057.88,68
98,1,75764.02,98
68,2,137500.03,68
129,1,142787.57,129
37,16,329995.87,372
160,4,219486.07,282
7,5,458524.26,98
37,3,231567.55,372
98,1,5192.0599999999995,98
37,4,170414.2,221
98,7,364834.05,251
37,2,81221.1,98
37,7,770397.76,282
37,2,364828.03,129
37,3,45690.03,341
7,35,1343480.24,372
7,4,155943.32,98
37,23,637110.68,372
372,1,170534.13,372
98,1,26349.420000000002,98
68,7,261461.31,160
37,3,389258.10000000003,160
190,1,137680.73,190
190,6,242864.61,251
341,1,8953.49,341
37,5,411682.66000000003,98
160,2,10519.96,372
37,22,789459.66,372
37,13,584009.43,372
68,3,33221.14,68
251,1,61356.62,251
68,13,532850.03,341
7,1,46771.759999999995,7
37,13,550372.76,282
37,2,150393.63,98
98,1,18441.09,98
37,1,17.36,37
7,4,488956.78,372
37,2,3764.87,37
37,10,428057.43,372
282,1,65175.73,282
37,12,1746067.58,372
37,4,283100.58,251
7,2,579039.01,37
37,6,682296.06,372
37,5,234525.7,98
190,7,194153.43,372
190,1,69117.01,190
7,1,104983.72,7
37,1,38104.13,37
129,1,80915.09,129
310,1,92034.2,310
7,11,703183.76,372
68,2,227690.92,372
7,14,1740523.93,372
98,4,284510.93,341
7,4,150879.22,310
37,1,67943.48,37
221,1,41923.73,221
68,1,133602.61000000002,68
282,1,45305.67,282
37,20,2309352.21,372
37,1,99012.66,37
37,1,55070.740000000005,37
37,5,54702.23,221
372,1,4587.26,372
7,7,305318.56,372
68,2,32280.18,98
37,1,20363.66,37
7,3,132196.29,98
129,5,74487.05,341
7,13,895418.4400000001,372
37,4,171095.52,98
7,7,582108.74,282
37,2,283648.52999999997,98
190,4,405525.08,372
37,1,114422.41,37
160,3,94418.21,310
190,1,21817.59,190
68,2,124440.1,341
129,14,392245.92,372
37,3,104583.39,221
37,5,349355.79,190
190,1,87126.11,190
68,4,32967.41,372
251,4,75590.85,310
310,1,894.04,310
68,1,61658.22,68
98,1,16642.55,98
37,6,266118.83,251
129,9,222784.74,372
37,2,61114.33,37
37,3,30247.13,68
37,2,130660.58,221
37,17,1020057.74,372
7,15,132924.27,372
98,1,6904.26,98
68,1,62155.46,68
37,5,163416.54,372
68,11,232275.72,341
341,1,30511.05,341
37,4,163959.19,129
190,2,41951.479999999996,190
68,1,17343.2,68
37,15,98095.87,341
37,2,12945.619999999999,68
37,27,1059218.19,372
37,5,114613.79,160
37,1,8305.26,37
68,6,255511.49,372
7,6,44950.020000000004,37
7,16,591672.22,282
160,1,39419.060000000005,160
129,4,95593.6,282
129,8,164781.57,251
98,2,163943.55,341
7,10,406615.38,372
68,3,165168.79,221
37,10,489687.68,282
37,1,37458.85,37
98,2,48919.47,282
68,1,31390.09,68
310,1,2292.45,310
160,1,72765.75,160
7,17,1250392.87,372
129,4,308849.67,372
190,6,95409.9,282
190,4,621850.7,282
37,1,95936.59,37
160,4,50604.57,372
221,4,92179.83,282
341,2,3012.3900000000003,372
37,3,73583.1,282
98,1,42357.64,98
98,2,19253.39,129
37,2,56327.11,37
251,2,81654.03,251
68,4,111077.15,310
37,1,434.52,37
190,8,133555.49,372
68,1,29663.95,68
37,12,218573.09,372
341,2,14704.5,341
129,1,27068.28,129
68,2,44693.45,372
190,2,308990.86,251
68,1,21881.62,68
221,1,760.43,221
68,5,69187.27,282
310,1,22936.289999999997,310
37,10,222182.93,282
98,4,383281.81,341
98,8,341855.73,282
98,3,58283.5,282
37,5,567816.43,282
68,1,93422.14,68
68,1,31340.77,68
37,4,310889.1,190
37,3,193252.57,372
37,6,158992.58,282
129,1,9077.76,129
7,11,471447.7,341
129,2,21886.13,372
7,2,51742.18,129
251,1,2958.03,251
37,1,24228.23,37
7,15,198549.57,372
282,2,41819.81,282
37,12,451579.09,341
37,1,33030.16,37
190,3,185057.03,190
7,4,688974.68,129
282,1,23316.34,282
160,4,327049.11,221
221,1,11663.310000000001,221
68,7,151557.84,129
37,4,554708.34,98
68,11,689960.33,372
282,1,17119.31,282
37,5,121004.2,310
160,3,38125.159999999996,372
37,2,99358.83,98
160,4,332470.18,372
251,1,13673.759999999998,251
37,14,2451257.2600000002,341
37,1,338284.19,37
37,1,221652.91999999998,37
37,6,210919.46,310
372,1,99337.08,372
221,3,17238.25,310
37,1,76269.62,37
37,7,754731.97,372
68,1,7597.360000000001,68
221,2,16323.619999999999,221
68,4,199495.91999999998,221
221,2,37891.05,372
282,1,21157.66,282
129,2,48323.38,221
37,12,206900.23,251
37,19,461495.55,372
68,1,21479.84,68
68,1,11512.52,68
37,4,248056.65,190
98,1,8194.37,98
7,6,140339.76,251
160,2,64585.29,160
37,3,252593.86000000002,190
68,1,53173.65,68
251,4,35642.72,341
7,9,790793.98,372
68,8,998605.21,372
310,1,30.82,310
68,4,75881.52,251
7,8,387562.6,310
68,4,491048.7,251
68,2,120115.14,221
37,1,24984.46,37
221,3,7753.53,372
68,2,99238.39,98
37,3,172407.57,98
98,10,518900.75,282
68,1,35082.770000000004,68
129,4,67521.39,251
7,29,434335.82,372
7,1,26543.190000000002,7
68,1,66993.43000000001,68
251,1,18077.72,251
160,1,40614.22,160
251,5,60488.22,372
190,3,89571.82,372
37,4,37233.27,310
37,4,119314.33,98
37,1,31913.07,37
37,8,239755.66999999998,310
68,5,701330.28,129
37,3,560263.45,68
372,1,68022.52,372
37,1,89698.88,37
68,3,184543.53,221
37,4,37173.92,282
160,1,124548.41,160
7,10,331071.07,310
129,4,14599.87,341
98,3,218695.18,341
129,2,311049.14,251
68,4,171125.98,129
160,3,10236.45,160
68,1,20642.33,68
7,19,731742.78,221
37,20,789810.3200000001,372
68,3,70826.18000000001,282
68,3,123015.75,98
310,5,513228.28,372
37,6,97762.42,310
98,7,270156.63,310
37,9,364717.92,372
129,5,104714.42,341
221,2,103286.70999999999,251
7,6,202004.72,68
68,5,119078.03,282
68,4,303279.99,282
341,1,48783.76,341
68,2,146546.58000000002,68
7,2,77533.95,372
341,2,37647.21,372
190,1,51043.42,190
68,4,190609.38,221
98,20,357219.2,372
98,2,123641.52,160
37,2,108472.2,37
68,4,173822.62,341
282,1,143751.38999999998,282
98,6,703152.25,372
68,4,147924.6,341
68,2,38903.270000000004,68
68,1,67371.88,68
37,21,417247.56,372
37,5,178093.0,160
68,3,59506.06,190
68,6,119298.03,341
310,1,13559.6,310
68,1,16465.78,68
37,10,360709.01,341
37,2,59296.509999999995,310
37,2,216163.21,190
190,2,51755.42,221
68,1,97897.75,68
7,12,346952.27,372
160,5,196861.13,282
7,31,1736788.3800000001,372
37,1,41088.39,37
37,5,444384.57,372
68,8,360945.11,372
37,9,1400247.83,282
7,4,351951.76,372
37,2,40781.35,221
37,8,62639.16,341
68,3,96115.75,221
129,1,114880.76000000001,129
7,16,1241683.28,372
282,2,43372.22,282
37,1,200384.25,37
37,2,310889.18,37
68,9,414660.17,310
7,3,389088.53,37
372,2,285067.65,372
341,8,76068.28,372
221,5,76040.37,372
7,2,126589.67,37
98,3,35378.94,310
68,1,27236.73,68
98,2,30217.52,98
160,2,220885.97,372
251,1,129673.66,251
282,2,93258.28,372
160,1,21648.5,160
221,2,67173.34,221
7,6,216602.52,372
372,1,7612.73,372
37,1,134308.3,37
37,3,309339.01,160
37,8,216011.85,310
7,1,80417.87,7
37,8,367012.05,282
7,3,622606.91,221
190,1,9215.560000000001,190
7,8,645465.51,341
190,2,57725.22,251
37,10,367136.85,372
251,1,22862.09,251
190,2,104998.32,282
37,2,377893.82,372
160,4,163447.31,160
190,1,63571.7,190
372,2,33392.130000000005,372
372,1,45287.51,372
221,1,29938.809999999998,221
68,1,60081.95,68
7,11,339899.97000000003,310
37,3,222375.5,98
251,2,33678.24,251
68,1,19586.7,68
129,5,62031.979999999996,341
98,16,195236.39,341
310,2,3296.84,310
160,1,31904.850000000002,160
282,1,17672.07,282
372,1,4651.200000000001,372
98,1,99088.20999999999,98
7,2,137987.7,68
37,2,61684.82,98
7,5,307601.37,372
7,3,100069.95,310
37,4,260275.63,251
37,10,218682.84,372
37,16,491424.88,372
37,1,99337.45999999999,37
98,1,15566.01,98
37,2,55068.48,68
37,4,337190.52,372
37,2,199917.76,341
7,4,46894.950000000004,190
310,1,31602.480000000003,310
37,12,104135.75,310
251,3,18980.58,372
68,8,466409.48,310
98,1,52848.0,98
190,2,253643.83,221
37,2,179511.4,68
98,1,120229.09,98
98,3,124926.19,282
37,8,241831.53,310
37,4,283875.62,372
7,11,659014.93,372
129,3,93202.93000000001,251
37,1,27285.98,37
37,7,340160.68,372
37,1,90382.23,37
68,2,109826.89,310
7,1,13814.35,7
7,10,1514417.61,68
68,1,81246.75,68
98,7,350966.06,372
37,6,1331747.57,372
7,3,30718.879999999997,7
37,5,310705.71,372
37,4,546178.16,282
221,1,16235.25,221
68,4,930375.02,221
37,3,78396.55,221
37,4,228691.03,160
251,3,233372.4,372
7,16,515136.55,372
37,3,272512.16,160
7,54,350606.38,372
37,4,372120.11,310
7,4,432170.39,68
7,10,648994.04,372
68,1,66362.54000000001,68
68,2,72737.48,190
7,10,427618.41,372
37,3,127194.16,68
282,1,193514.6,282
68,3,296769.59,282
37,1,151137.58,37
37,1,74332.48,37
68,1,81428.49,68
98,7,43982.69,310
37,76,666040.41,372
310,1,87847.21,310
98,2,237616.98,251
7,27,2966264.28,372
221,3,55518.229999999996,341
98,2,147952.31,282
282,3,84687.0,372
7,4,79090.83,221
68,3,208075.45,282
37,3,16660.96,160
37,7,202708.93,372
37,4,114463.98999999999,341
129,4,194029.47,310
98,3,16125.6,372
68,3,811462.45,98
190,1,23188.22,190
68,1,72778.48,68
37,2,224087.4,129
160,1,153569.18,160
221,1,25474.8,221
68,1,163527.37,68
7,10,305242.87,310
68,6,465850.28,372
282,1,4228.0,282
37,4,151245.11,372
282,1,54043.84,282
372,1,171132.2,372
37,5,266463.99,129
37,2,118198.34,37
68,1,38295.85,68
310,1,53185.75,310
310,2,2280.2200000000003,310
7,11,303352.65,221
282,1,2841.0,282
37,3,58262.08,68
98,3,36889.12,282
68,5,601945.63,372
129,2,61611.82,372
310,1,117676.9,310
37,5,475231.89,341
68,6,77832.31,372
160,2,43935.6,221
98,5,138854.02,282
129,1,490.23,129
37,6,153346.34,341
282,1,30591.06,282
251,1,22756.010000000002,251
98,7,181718.44,372
68,3,126998.06,251
37,3,180894.80000000002,98
68,3,114481.49,129
7,6,146616.59,251
68,1,66921.92,68
251,1,44784.450000000004,251
68,1,15692.990000000002,68
37,7,73540.3,190
98,2,136364.11,98
221,2,56052.240000000005,310
68,3,839151.97,310
160,4,50931.6,341
190,1,97383.37,190
190,1,7278.7,190
37,8,654877.91,310
221,2,79121.45,221
190,1,80775.22,190
7,2,47153.62,98
68,5,90209.77,68
68,2,552060.57,221
98,4,103999.41,372
68,1,49393.98,68
341,2,35368.810000000005,341
372,1,22354.33,372
37,4,306531.99,310
68,1,96092.94,68
37,5,228761.77,282
68,6,204181.19,251
7,46,904343.6900000001,341
37,3,72397.1,372
282,1,45363.57,282
68,3,81297.09,282
372,1,491.66,372
37,3,91924.03,221
68,4,85262.16,372
98,1,76104.5,98
251,1,78469.52,251
7,7,330789.01,372
251,1,826.1,251
7,18,595507.68,372
160,3,73868.32,251
160,1,50175.18,160
310,1,386.82,310
7,2,56044.51,160
37,10,375418.54,372
282,1,82078.96,282
68,5,252987.13,372
7,13,368018.86,310
37,4,55116.79,98
282,1,33586.58,282
68,4,29763.97,98
7,26,1287494.01,372
251,1,7730.01,251
251,3,18122.75,372
37,4,87056.96,68
37,28,247453.05,372
7,4,215407.12,98
68,7,339711.21,251
68,1,5114.9800000000005,68
98,5,166744.11000000002,251
37,7,242191.0,98
129,3,38458.05,160
98,4,163009.3,251
68,1,29988.64,68
160,1,27198.359999999997,160
68,1,32984.92,68
129,10,428991.48,251
98,1,31635.12,98
98,4,71963.57,310
68,1,33716.18,68
68,7,145129.41,221
37,2,74768.34,251
37,13,540231.3200000001,372
37,17,762225.64,310
68,4,186086.02,251
37,2,31999.46,98
68,1,25342.37,68
7,25,394121.86,372
251,1,42339.15,251
98,1,34452.95,98
7,2,424211.67,190
7,5,287219.06,129
372,1,45307.41,372
68,5,68989.68000000001,372
37,1,134060.36000000002,37
37,4,263752.76,190
68,4,186236.2,341
37,1,33544.58,37
68,2,184546.56,310
98,5,136392.58,251
7,18,310604.09,372
98,2,67577.84,98
37,3,107928.1,282
98,1,12941.650000000001,98
190,3,123034.54,282
98,1,42825.05,98
282,1,85891.79000000001,282
251,4,61228.8,282
37,8,206328.79,372
37,3,264972.77,372
341,1,351316.37,341
68,4,243579.46,251
68,5,344622.0,282
221,3,12709.230000000001,251
221,2,17760.48,251
98,2,110900.93000000001,221
190,2,93029.98,221
37,5,92092.76,221
98,5,54928.84,372
68,6,132690.41,341
98,1,55469.17,98
68,3,44396.62,190
7,5,360636.13,98
37,13,1690036.68,372
7,8,799758.19,282
37,2,118148.64,68
221,2,225720.2,372
37,5,244641.59,282
190,1,31977.68,190
68,1,29527.31,68
68,5,182249.63,251
282,2,72464.44,372
372,1,67126.73,372
37,3,296631.72,282
37,10,754444.77,372
282,2,45546.69,282
190,1,5764.29,190
68,5,339345.17,221
68,1,27642.780000000002,68
37,4,338405.53,251
372,1,12652.2,372
37,11,655233.84,372
98,7,179885.12,221
98,2,127923.92,98
372,1,132655.04,372
7,6,348725.57,372
129,1,52078.33,129
372,1,188974.24,372
221,1,78833.08,221
190,1,12113.18,190
37,3,60824.81,129
37,4,248182.59,341
98,1,37231.31,98
341,1,26139.559999999998,341
7,7,403784.21,221
37,2,292885.67,68
190,1,22751.78,190
129,2,47414.49,129
7,12,314083.86,372
37,4,204176.51,68
221,4,58458.77,282
37,3,54841.83,190
129,2,39484.25,129
37,4,461536.17,341
160,1,71426.16,160
221,9,111239.62,372
37,4,6217.4400000000005,282
98,3,107683.66,251
37,2,75899.36,68
7,2,39317.78,68
341,1,31717.86,341
68,12,443476.51,372
129,3,208632.75,310
37,1,48720.59,37
221,1,16258.57,221
190,2,147733.0,221
98,7,27947.66,341
7,2,118188.87,37
221,1,868.5300000000001,221
129,3,299260.51,190
68,5,49214.11,251
7,15,800116.79,341
37,6,751096.63,372
37,4,111944.24,129
37,8,353238.19,310
7,22,104311.25,310
37,1,24315.73,37
160,1,18187.48,160
310,1,53369.33,310
129,1,389125.43,129
37,6,233689.66,221
98,4,38753.799999999996,190
37,2,140989.12,37
160,1,3842.04,160
68,1,106848.49,68
37,2,260186.7,37
37,7,541976.81,251
310,1,27609.730000000003,310
37,5,135593.4,372
341,1,20526.350000000002,341
37,2,86241.43,37
7,23,204214.85,372
68,2,77673.78,98
221,4,86822.91,282
37,3,90857.2,221
7,5,273154.29,190
7,12,192948.08,341
7,8,1709922.94,98
37,4,253317.96,98
37,9,215375.27,98
68,1,18817.98,68
37,2,129027.5,160
37,9,121789.91,372
37,1,59105.51,37
37,2,356885.18,372
7,2,138948.82,37
37,3,267299.52,221
98,4,537502.39,251
37,2,238097.83000000002,37
68,2,263940.76,282
7,3,304712.97,37
282,1,10919.93,282
251,3,65869.42,310
7,5,281342.07,98
68,1,75581.18,68
98,2,240767.42,282
98,2,93712.16,282
68,3,180339.19,372
37,2,247363.29,282
341,1,7907.29,341
68,5,108026.51000000001,282
282,1,117678.86,282
7,20,950469.97,372
68,9,218081.95,310
68,5,518665.13,341
160,4,197520.01,282
37,2,211031.82,251
98,1,89089.39,98
7,20,549732.97,341
282,2,147431.5,372
310,2,37091.78,341
98,1,65455.090000000004,98
310,2,17907.530000000002,310
37,1,141608.66,37
37,10,347870.88,341
37,5,575043.23,341
37,2,115640.53,372
68,1,87944.99,68
68,1,83043.08,68
37,2,13391.279999999999,282
68,1,151802.11,68
37,4,217228.26,68
68,3,205220.79,251
129,7,175664.84,310
37,75,1002399.65,372
37,1,55389.21,37
190,2,9560.01,341
310,1,50142.69,310
7,10,898656.02,282
282,2,19306.079999999998,310
98,1,2574.72,98
129,1,3460.55,129
68,1,15623.800000000001,68
221,3,186947.98,310
68,1,25047.53,68
37,1,47189.340000000004,37
37,7,291961.49,310
7,5,305298.33,98
7,5,789126.1,221
68,2,69877.98999999999,310
7,3,389554.89,372
68,5,220517.18,282
37,1,157714.67,37
7,3,14565.53,221
160,1,85517.98,160
221,1,53044.26,221
190,3,106270.2,282
160,1,33151.71,160
98,1,31050.21,98
68,3,11826.95,251
68,7,246297.22,372
98,5,270675.49,372
221,1,8856.58,221
7,18,447892.38,372
37,3,356875.19,98
190,1,88723.66,190
68,4,12961.310000000001,282
37,7,235610.31,221
37,3,597935.45,160
37,7,360808.02,310
98,1,2891.4700000000003,98
37,4,437932.26,251
68,5,404278.83,372
282,1,26269.22,282
190,4,43468.78,341
7,11,983465.4400000001,160
98,4,61666.51,282
68,7,393602.43,372
37,3,52357.4,68
37,2,111753.15,37
98,1,153593.67,98
37,1,37217.69,37
221,1,55612.17,221
190,3,57763.91,190
98,1,102836.57,98
37,4,74388.26000000001,160
68,1,91516.65,68
98,6,147045.6,341
310,1,119538.34,310
7,3,240692.79,282
7,4,269589.93,341
68,6,317687.58,341
160,3,38580.88,190
372,5,54084.659999999996,372
7,6,22471.55,341
129,5,225101.71,372
37,1,239803.38999999998,37
37,1,7079.75,37
37,2,8790.69,68
310,1,32237.32,310
372,1,42175.68,372
37,3,386149.82,282
7,4,106535.34,68
68,5,259166.05,310
37,1,16306.61,37
282,1,42392.08,282
68,3,113303.14,310
37,2,47302.590000000004,372
190,4,410018.77999999997,372
7,28,807058.27,341
7,29,561025.05,372
190,1,37325.05,190
98,1,46778.23,98
7,1,42634.479999999996,7
190,1,75259.74,190
37,7,191058.07,372
37,3,14775.520000000002,341
37,5,458223.51,68
7,1,68193.74,7
129,2,151262.83000000002,129
7,4,127875.91,372
68,1,15052.75,68
190,1,5516.8,190
310,3,92782.29,372
37,10,2391086.98,341
129,9,619832.56,372
98,3,73758.76,341
251,2,45943.09,372
190,14,263296.63,372
7,7,209859.97,341
37,2,56609.7,129
68,7,533456.82,372
37,2,17407.19,160
7,24,1175152.21,372
37,3,139359.37,372
7,2,85203.84,68
68,1,59315.79,68
372,1,8550.08,372
37,6,41057.08,310
221,2,77117.11,341
7,1,15597.09,7
7,15,330013.28,372
7,5,270350.4,282
129,4,155064.07,282
98,4,118516.48,310
98,1,94386.04,98
372,1,3139.8900000000003,372
160,2,30634.63,190
129,1,9829.86,129
372,1,57940.68,372
98,3,63775.1,282
251,1,15479.07,251
251,1,37018.14,251
98,3,87869.44,160
68,1,27022.739999999998,68
7,19,588600.04,310
68,3,71175.19,341
98,1,134366.26,98
68,1,188744.91999999998,68
37,2,22739.66,372
7,1,14539.4,7
282,2,29921.37,310
7,6,188636.96,341
68,1,61749.3,68
37,2,83898.69,37
98,2,85180.23,98
37,16,463108.14,372
37,9,728067.56,251
221,1,10131.08,221
190,2,22656.77,251
37,4,213304.28,310
98,1,83261.48,98
190,1,70286.79,190
37,2,110430.42,160
251,1,19292.12,251
37,6,251636.75,341
282,2,44754.67,282
7,2,21607.72,282
68,4,93856.29,282
251,1,9140.36,251
98,2,132144.03,221
282,1,48167.68,282
7,20,436031.14,282
98,1,36068.48,98
37,6,309988.52,251
98,2,145524.46,98
37,7,380457.27,251
221,2,28288.49,372
37,5,201605.55000000002,251
37,11,240507.1,372
37,4,141123.0,251
129,1,26603.62,129
7,3,83809.73,221
251,1,58568.91,251
190,2,143303.03,221
190,2,30439.63,221
37,2,53392.92,68
98,1,54872.52,98
68,11,305980.56,282
37,3,258222.82,98
160,5,80318.27,372
37,6,633778.64,341
37,21,212178.81,372
37,4,554038.62,282
372,1,20527.760000000002,372
190,1,11217.67,190
37,5,40432.85,341
372,1,9158.27,372
37,1,78096.43,37
68,2,145964.71,310
37,6,51492.26,310
37,4,343230.08,98
37,17,685220.62,372
37,3,21022.809999999998,190
7,23,311875.76,282
68,2,249021.81,98
37,5,195134.2,341
7,17,445001.58,282
372,1,3842.71,372
68,1,20435.41,68
98,6,115082.45,282
7,5,57717.18,190
7,31,746059.85,372
68,2,153242.27,68
68,9,1506677.02,372
7,4,129916.29,68
98,3,38073.89,98
68,3,33247.11,221
282,2,4690.25,310
68,2,157914.05,282
160,4,23398.190000000002,251
251,1,37904.44,251
251,2,9879.05,282
7,17,777066.63,372
7,18,377246.34,372
7,29,762175.4,372
37,3,336142.24,129
68,1,62460.28,68
98,5,207214.69,282
37,10,1010151.9,372
7,5,47870.07,372
37,11,1126286.31,282
37,21,1599302.8800000001,372
221,4,225045.03,341
98,1,58896.07,98
282,3,3519.5,310
37,9,614522.03,372
372,1,114584.84,372
37,8,527966.28,372
37,1,76369.05,37
282,1,108722.85,282
37,16,585196.49,372
98,2,140738.36000000002,129
310,8,401519.02,372
37,5,448999.55,372
372,1,102607.95999999999,372
68,4,612004.9400000001,282
37,26,1666584.75,251
68,4,209353.65,341
37,1,93064.87,37
68,3,133456.19,129
98,7,313466.81,341
68,1,214.89,68
310,1,2914.4,310
190,2,47361.15,190
68,2,2329.02,68
37,8,482619.98,372
37,7,594969.75,190
98,18,936627.51,310
7,19,1145724.94,372
37,4,113024.89,68
37,5,202926.38,341
68,5,242021.96,251
37,1,56633.57,37
372,1,15110.6,372
68,1,94715.78,68
372,1,5843.5,372
129,5,405101.99,341
221,1,40895.909999999996,221
341,1,15823.11,341
68,1,50250.8,68
7,4,127119.96,37
98,1,22150.47,98
37,3,206596.49,160
190,2,49199.770000000004,221
7,18,1764165.8800000001,160
310,1,2350.11,310
282,2,58983.36,282
37,11,563673.31,341
68,5,144849.41,282
282,1,101010.84,282
68,6,399108.66000000003,372
